obs_id,month,year,district,IRN,leaid,county,purpose,for,against,mills_pct,years,amount,new,type
251,11,2012,Columbia Local,48140,3904814,Lorain,Emergency Operating,1766,1471,3.2,5,,Renewal,levy
252,11,2012,Columbia Local,48140,3904814,Lorain,Emergency Operating,1771,1448,4.7,5,,Renewal,levy
253,11,2012,Midview Local,48173,3904817,Lorain,Income Tax & Levy Tax,3606,5723,0.75,C,,New,income tax
254,11,2012,Anthony Wayne Local,48207,3904820,Lucas,Emergency Operating,9744,6038,3.4,10,,Renewal,levy
255,11,2012,Ottawa Hills Local,48215,3904821,Lucas,Replacement Permanent Improvements with Increase,1850,965,1.5,C,,New,levy
256,11,2012,Madison-Plains Local,48272,3904827,Madison,Replacement Permanent Improvements,1758,2081,2.5,5,,New,levy
257,11,2012,Boardman Local,48306,3904830,Mahoning,Emergency Operating,10000,8768,3.9,3,,New,levy
258,11,2012,Jackson-Milton Local,48322,3904832,Mahoning,Operating Expenses,1026,2098,2.9,5,,New,levy
259,11,2012,Jackson-Milton Local,48322,3904832,Mahoning,Operating Expenses,1539,1574,4.9,5,,Renewal,levy
260,11,2012,Poland Local,48348,3904834,Mahoning,Emergency Operating,55,45,5.9,5,,New,levy
261,11,2012,River Valley Local,48447,3904844,3ion,Emergency Operating,3238,2703,2.9,5,,Renewal,levy
262,11,2012,Black River Local,48462,3904846,Medina,Permanent Improvements,1513,2513,1.8,5,,New,levy
263,11,2012,Black River Local,48462,3904846,Medina,Emergency Operating,1447,2584,5.8,5,,New,levy
264,11,2012,Cloverleaf Local,48488,3904848,Medina,Emergency Operating,4624,5279,6.9,10,,New,levy
265,11,2012,Miami East Local,48629,3904862,Miami,Operating Expenses,2232,2006,3.5,5,,Renewal,levy
266,11,2012,Newton Local,48637,3904863,Miami,Operating Expenses,918,781,0.75,3,,Renewal,levy
267,11,2012,Switzerland of Ohio Local,48652,3904865,Monroe,Permanent Improvements,2600,4101,2.5,3,,New,levy
268,11,2012,Jefferson Township Local,48686,3904868,Montgomery,Bond Issue (State of Ohio Classroom Facilities Program) & Levy Tax,1449,1527,8.33,37,15125000,New,combo
269,11,2012,New Lebanon Local,48710,3904871,Montgomery,Permanent Improvements,1785,1311,2.8,5,,Renewal,levy
270,11,2012,New Lebanon Local,48710,3904871,Montgomery,Operating Expenses,1829,1259,7,5,,Renewal,levy
271,11,2012,Valley View Local,48744,3904874,Montgomery,Operating Expenses,2576,2917,6.97,5,,New,levy
272,11,2012,Huber Heights City,48751,3904875,Montgomery,Operating Expenses,7328,11786,8,C,,New,levy
273,11,2012,Cardington-Lincoln Local,48793,3904879,Morrow,Current Expenses,884,1667,0.75,5,,New,levy
274,11,2012,West Muskingum Local,48884,3904888,Muskingum,Emergency Operating,2710,3327,5.9,5,,New,levy
275,11,2012,Aurora City,49171,3904917,Portage,Current Expenses,4459,4249,5.9,C,,New,levy
276,11,2012,Crestwood Local,49189,3904918,Portage,Emergency Operating,3677,3141,4.7,4,,New,levy
277,11,2012,Field Local,49197,3904919,Portage,Permanent Improvements and Current Expenses,3887,4283,5,3,,New,levy
278,11,2012,Rootstown Local,49213,3904921,Portage,Emergency Operating,2501,1690,1.03,5,,Renewal,levy
279,11,2012,Waterloo Local,49247,3904924,Portage,Operating Expenses,1740,2304,5,5,,New,levy
280,11,2012,Ottawa-Glandorf Local,49379,3904937,Putnam,Permanent Improvements,3135,1682,1.5,5,,Renewal,levy
281,11,2012,Pandora-Gilboa Local,49395,3904939,Putnam,Current Expenses,1094,767,0.75,5,,Renewal,levy
282,11,2012,Zane Trace Local,49544,3904954,Ross,Emergency Operating,2339,1750,1.4,5,,Renewal,levy
283,11,2012,Woodmore Local,49577,3904957,Sandusky,Permanent Improvements with Reduction,2058,1532,3,5,,Renewal,levy
284,11,2012,Bettsville Local,49692,3904628,Seneca,Operating Expenses,272,276,1,5,,Renewal,levy
285,11,2012,Fairlawn Local,49775,3904977,Shelby,Emergency Operating,522,548,3.03,5,,Renewal,levy
286,11,2012,Canton Local,49833,3904983,Stark,Permanent Improvements,2342,2509,6.7,30,36000000,New,levy
287,11,2012,Louisville City,49874,3904987,Stark,Emergency Operating,4552,4759,5.9,5,,New,levy
288,11,2012,3lington Local,49882,3904988,Stark,Bond Issue & Levy Tax (Additional Permanent Improvements),2869,4394,7.4,36,49834615,New,combo
289,11,2012,3lington Local,49882,3904988,Stark,Current Expenses,4335,2966,8.5,5,,Renewal,levy
290,11,2012,Minerva Local,49890,3904989,Stark,Emergency Operating,2717,2348,5.1,10,,Renewal,levy
291,11,2012,Tuslaw Local,49957,3904995,Stark,Operating Expenses,2567,1556,7.5,5,,Renewal,levy
292,11,2012,Woodridge Local,49973,3904997,Summit,Emergency Operating,4902,3939,6.83,5,,New,levy
293,11,2012,Coventry Local,49999,3904999,Summit,Emergency Operating,3697,2410,9.96,5,,Renewal,levy
294,11,2012,Hudson City,50021,3905002,Summit,Permanent Improvements,9131,4778,1.5,5,,Renewal,levy
295,11,2012,Nordonia Hills City,50047,3905004,Summit,Current Expenses,6956,10414,3,C,,New,levy
296,11,2012,Twinsburg City,50070,3905007,Summit,Current Expenses,6791,5806,4.9,C,,New,levy
297,11,2012,Brookfield Local,50120,3905012,Trumbull,Current Expenses,1633,2511,1,5,,New,levy
298,11,2012,Champion Local,50138,3905013,Trumbull,Emergency Operating,2451,2592,4.95,10,,New,levy
299,11,2012,Mathews Local,50153,3905015,Trumbull,Emergency Operating,1955,1939,4.65,5,,New,levy
300,11,2012,Howland Local,50161,3905016,Trumbull,Emergency Operating,6987,4628,8.1,10,,Renewal,levy
301,11,2012,Joseph Badger Local,50179,3905017,Trumbull,Emergency Operating,1697,1576,3.6,10,,Renewal,levy
302,11,2012,Strasburg-Franklin Local,50294,3905029,Tuscarawas,Permanent Improvements,1296,879,1.6,5,,Renewal,levy
303,11,2012,Tuscarawas Valley Local,50302,3905030,Tuscarawas,Operating Expenses,3073,1890,4.6,10,,Renewal,levy
304,11,2012,Carlisle Local,50419,3905041,Warren,Operating Expenses,1845,1923,4.9,5,,New,levy
305,11,2012,Warren Local,50500,3910018,Washington,Bond Issue (OSFC) & Levy Tax (Additional Permanent Improvements),2859,4534,3.45,20,10750000,New,levy
306,11,2012,Triway Local,50591,3905059,Wayne,Operating Expenses,3522,2393,5.5,5,,Renewal,levy
307,11,2012,Mohawk Local,50740,3905074,Wyandot,Permanent Improvements,1191,1882,1.5,5,,New,levy
308,11,2012,Tri-County North Local,91397,3904926,Preble,Emergency Operating,1728,891,5.1,10,,Renewal,levy
309,11,2012,Monroe Local,139303,3900094,Butler,Emergency Operating,3376,2799,7.05,5,,New,levy
310,11,2012,Buckeye Local,47787,3904778,Jefferson,Permanent Improvements,2244,3665,2,C,,New,levy
311,11,2012,Cincinnati Public,43752,3904375,Hamilton,Emergency Operating,94740,46347,8.55,5,,Renewal,levy
312,11,2012,Cleveland Municipal,43786,3904378,Cuyahoga,Current expenses,77977,59905,15,4,,New,levy
313,11,2012,Clyde-Green Springs Ex Village,45302,3910020,Sandusky,Permanent Improvements,3015,2522,1.5,5,,Renewal,levy
314,11,2012,Conotton Valley-Union Local,47548,3904754,Harrison,Operating,395,522,9.96,10,,New,levy
315,11,2012,Edison Local,46789,3904678,Erie,Emergency Operating,1767,2183,3.5,5,,New,levy
316,11,2012,Edison Local,47795,3904779,Jefferson,Current Expenses,3171,3961,9.45,C,,New,levy
317,11,2012,Green Local,49619,3904961,Scioto,Emergency Operating with Replacement,1026,953,7,5,,New,levy
318,11,2012,Lorain City ,44263,3904426,Lorain,Emergency Operating,9975,8442,4.8,7,,New,levy
319,11,2012,Mount Healthy City,44412,3904441,Hamilton,Current Expenses,5264,6244,7.65,C,,New,levy
320,11,2012,Northeastern Local,46250,3904625,Clark,Current Expenses,4741,7127,1,C,,New,levy
321,11,2012,Northwest Local,47365,3904736,Hamilton,Operating Expenses,4278,5132,4.95,5,,New,levy
322,11,2012,Riverside Local,47894,3910014,Lake,Operating,9152,9564,3.9,C,,New,levy
323,11,2012,South Range,48363,3904836,Mahoning,Operating Expenses,2156,1589,2.4,10,,Renewal,levy
324,11,2012,Springfield Local,48371,3904837,Mahoning,Bond Issue (State of Ohio Classroom Facilities Assistance Program) and Levy Tax,1969,2156,2,37,6398261,New,combo
325,11,2012,Wellington Ex Village,45658,3904565,Lorain,Bond Issue & Levy Tax with Permanent Improvements,2271,1573,2.97,36,11575000,New,combo
326,11,2012,Yellow Springs Ex Village,45674,3904567,Greene,Emergency Operating,1549,758,7.4,5,,New,levy
327,2,2013,Hillsdale Local,45823,3904582,Ashland,Income Tax & Tax Levy,732,1081,1.25,5,1147925,New,income tax
328,2,2013,Midview Local,48173,3904817,Lorain,Emergency Operating,3892,2359,9.75,10,,New,levy
329,2,2013,Waterloo Local,49247,3904924,Portage,Operating Expenses,928,872,5.9,5,,New,levy
330,2,2013,Jackson Center Local,49809,3910005,Shelby,Income Tax for Current Expenses,356,264,0.5,5,,New,income tax
331,2,2013,Coventry Local,49999,3904999,Summit,Bond Issue & Tax Levy,1010,1402,4.89,34,28308500,New,combo
332,2,2013,Edison Local,47795,3904779,Jefferson,Current Expenses,1593,2074,9.45,C,,New,levy
333,5,2013,Ashtabula Area City,43513,3904351,Ashtabula,Emergency Operating,1901,2023,6.2,5,,New,levy
334,5,2013,Barberton City,43539,3904353,Summit,Emergency Levy,2378,1975,8.45,5,,New,levy
335,5,2013,Bellaire Local,43570,3904357,Belmont,Emergency Operating,836,1035,8.25,5,,New,levy
336,5,2013,Bowling Green City,43638,3904363,Wood,Current Expenses,2174,4118,1.4,3,,Renewal,levy
337,5,2013,Brooklyn City,43653,3904365,Cuyahoga,Bond (Building) & Current Operating Expenses,1239,913,4.2,36,26000000,New,bond
338,5,2013,Celina City,43729,3910030,Mercer,Income Tax Current Expenses,1245,601,0.75,5,,Renewal,income tax
339,5,2013,Centerville City,43737,3904373,Montgomery,Current  Expenses,6507,6689,6.9,C,,New,levy
340,5,2013,Chillicothe City,43745,3904374,Ross,Emergency Levy,1559,1525,6.9,5,,New,levy
341,5,2013,Cuyahoga Falls City,43836,3904383,Summit,Permanent Improvements,1563,2091,3,5,,New,levy
342,5,2013,Delaware City,43877,3904387,Delaware,Bond (Building & Permanent Improvements) Replacement,3389,2200,3.6,37,50000000,New,bond
343,5,2013,Fairborn City,43968,3904396,Greene,Emergency Levy,1649,3182,11.7,10,,New,levy
344,5,2013,Fostoria City,43992,3904399,Sandusky,Necessary Requirements,578,401,8.15,C,,New,levy
345,5,2013,Galion City,44024,3904402,Crawford,Current Operating Expenses & Permanent Improvements,568,1111,9.4,5,,New,levy
346,5,2013,Girard City,44065,3904406,Trumbull,Emergency Levy,697,425,3.9,10,534534,New,levy
347,5,2013,Kent City,44164,3904416,Portage,Current Expenses,2201,1407,8.9,C,,New,levy
348,5,2013,Lakewood City,44198,3904419,Cuyahoga,Current Operating Expenses,3203,1478,3.9,C,,New,levy
349,5,2013,Lima City,44222,3904422,Allen,Emergency Operating,1460,710,7.68,10,,Renewal,levy
350,5,2013,Mansfield City,44297,3904429,Richland,Emergency Levy,2452,945,9.8,5,,Renewal,levy
351,5,2013,Mount Vernon City,44420,3910012,Knox,Emergency Levy,4561,2376,5.6,5,,New,levy
352,5,2013,Napoleon Area City,44438,3904443,Henry,Income Tax Current Expense,1008,1148,0.5,5,,New,income tax
353,5,2013,Niles City,44495,3904449,Trumbull,Emergency Levy,656,1540,4.65,10,1100000,New,levy
354,5,2013,Niles City,44495,3904449,Trumbull,Permanent Improvements,669,1518,1,5,,New,levy
355,5,2013,North Canton City,44503,3904450,Stark,Permanent Improvements,2625,1916,2.4,C,,New,levy
356,5,2013,North Ridgeville City,44537,3904453,Lorain,Emergency Levy,2317,1280,2.53,10,,Renewal,levy
357,5,2013,Oregon City,44602,3904460,Lucas,Building & Permanent Improvements ,125,80,2,5,,Renewal,levy
358,5,2013,Orrville City,44610,3904461,Wayne,Current Expenses,889,1303,7.3,C,,New,levy
359,5,2013,Painesville City Local,44628,3910015,Lake,Current Operating Expense,395,277,6.06,5,,Renewal,levy
360,5,2013,Piqua City,44644,3904464,Miami,Emergency Levy,1491,821,5.22,5,,Renewal,levy
361,5,2013,Salem City,44735,3910006,Columbiana,Permanent Improvement,495,170,2,5,,Renewal,levy
362,5,2013,Springfield City,44818,3904481,Clark,Bond Issues (Building & Improvements),1164,856,2.2,12,13995000,New,bond
363,5,2013,Urbana City,44941,3904494,Champaign,Operating Expenses,1725,548,9.75,5,,New,levy
364,5,2013,Van Wert City,44966,3910023,Van Wert,Income Tax Current Expenses,1088,734,1,C,,New,income tax
365,5,2013,Westlake City,45062,3904506,Cuyahoga,Current Operating Expenses,3049,3096,5.9,C,,New,levy
366,5,2013,Willard City,45096,3904509,Huron,Permanent Improvements,518,797,1.5,5,,New,levy
367,5,2013,Willoughby-Eastlake City,45104,3904510,Lake,Emergency Levy,3164,3612,4.71,10,,Renewal,levy
368,5,2013,Ada Exempted Village,45187,3904518,Hardin,Income Tax Current Expenses,561,458,0.75,7,,New,income tax
369,5,2013,Amherst Exempted Village,45195,3904519,Lorain,Permanent Improvement,2430,1556,2,C,,Renewal,levy
370,5,2013,Amherst Exempted Village,45195,3904519,Lorain,Emergency Levy,2467,1514,7.55,10,,Renewal,levy
371,5,2013,Bluffton Exempted Village,45211,3904521,Allen,Income Tax (Permanent Improvements),869,256,0.5,3,,Renewal,income tax
372,5,2013,Caldwell Exempted Village,45252,3904525,Noble,Replacement and Increase for Current Expenses,1018,759,7,C,,New,levy
373,5,2013,Carey Exempted Village,45260,3904526,Wyandot,Bond (Building) & Improvements,1006,556,6,37,10905000,New,bond
374,5,2013,Carrollton Exempted Village,45278,3904527,Carroll,Emergency Operating,1051,1540,5.3,5,,New,levy
375,5,2013,Columbiana Exempted Village,45328,3904532,Columbiana,Bond (Building & Improvement),638,879,1.23,29,4000000,New,bond
376,5,2013,Covington Exempted Village,45336,3904533,Miami,Building & Permanent Improvements; Income Tax Current Expenses,626,588,3.89,38,8000000,New,levy
377,5,2013,3ysville Exempted Village,45476,3904547,Union,Current Operating Expenses,4323,1160,9,C,,Renewal,levy
378,5,2013,Mentor Exempted Village,45492,3904549,Lake,Operating Expenses,5051,1848,8.84,10,,Renewal,levy
379,5,2013,Mentor Exempted Village,45492,3904549,Lake,Permanent Improvements,5046,1856,1,C,,Renewal,levy
380,5,2013,Milford Exempted Village,45500,3904550,Clermont,Current Operating Expenses,6418,4317,4.5,C,,New,levy
381,5,2013,Milton-Union Exempted Village,45518,3904551,Miami,Current Expenses,1229,881,10.9,5,,Renewal,levy
382,5,2013,Tipp City Exempted Village,45617,3904561,Miami,Emergency Levy,1948,1843,4.93,4,,New,levy
383,5,2013,Elida Local,45773,3904577,Allen,Permanent Improvement,2408,1565,1,5,,Renewal,levy
384,5,2013,Elida Local,45773,3904577,Allen,Emergency Operating,1858,2111,5.95,5,,New,levy
385,5,2013,Hillsdale Local,45823,3904582,Ashland,Current Expenses,893,346,4.8,2,,Renewal,levy
386,5,2013,Jefferson Area Local,45872,3904587,Ashtabula,Current Expenses,1042,750,4.5,5,,Renewal,levy
387,5,2013,Trimble Local,45922,3904592,Athens,Permanent Improvement,361,377,5,C,,New,levy
388,5,2013,Waynesfield-Goshen Local,45971,3904597,8laize,Permanent Improvement,248,136,4.9,5,,Renewal,levy
389,5,2013,Brown Local,46177,3904617,Carroll,Bond Issue (Building) & Permanent Improvements,638,659,6.7,36,17152577,New,bond
390,5,2013,West Liberty-Salem Local,46219,3904621,Champaign,Income Tax Current Expenses,602,309,1,3,,New,income tax
391,5,2013,Greenon Local,46235,3904623,Clark,Building & Current Expenses,1540,1801,4.95,38,26000000,New,levy
392,5,2013,Tecumseh Local,46243,3904624,Clark,Emergency Operating,899,1997,12.37,5,,New,levy
393,5,2013,Clark-Shawnee Local,46284,3904628,Clark,Operating Levy,1162,1170,7.59,10,,New,levy
394,5,2013,United Local,46458,3904645,Columbiana,Permanent Improvement,461,661,3,C,,New,levy
395,5,2013,Mississinawa Valley Local,46672,3904667,Darke,Building & Permanent Improvements,100,48,1,5,,Renewal,levy
396,5,2013,Perkins Local,46813,3904681,Erie,Permanent Improvements,2027,1918,2,5,,Renewal,levy
397,5,2013,Perkins Local,46813,3904681,Erie,Emergency Operating,1397,2535,4.98,10,,New,levy
398,5,2013,Walnut Township Local,46904,3904690,Fairfield,Income Tax (Current Operating Expenses),326,304,1.75,10,,New,income tax
399,5,2013,Groveport Madison Local,46979,3904697,Franklin,Emergency Levy,1627,1639,7.08,5,5500000,New,levy
400,5,2013,Swanton Local,47092,3904709,Fulton,Bond (Building) &  Permanent Improvements,647,784,3.9,35,13499000,New,bond
401,5,2013,Ledgemont Local,47209,3905067,Ge8a,Operating Levy,598,891,14.7,5,,New,levy
402,5,2013,Forest Hills Local,47340,3904734,Hamilton,Bond (Building & Improvements),3593,4384,1.86,35,47000000,New,bond
403,5,2013,Oak Hills Local,47373,3904737,Hamilton,Operating Levy,5657,6870,4.82,5,,New,levy
404,5,2013,Cory-Rawson Local,47431,3904743,Hancock,Income Tax Current Expenses,220,159,0.75,5,,Renewal,income tax
405,5,2013,Upper Scioto Valley Local,47522,3904752,Hardin,Permanent Improvement,247,262,1.7,3,,New,levy
406,5,2013,Upper Scioto Valley Local,47522,3904752,Hardin,Emergency Levy,282,227,3.1,5,,Renewal,levy
407,5,2013,West Holmes Local,47696,3904769,Holmes,Emergency Levy,992,480,3.39,10,,Renewal,levy
408,5,2013,Monroeville Local,47712,3904771,Huron,Building & Improvements,223,214,1.8,5,,Renewal,levy
409,5,2013,Indian Creek Local,47803,3904780,Jefferson,Bond (Building & Improvements),1502,2464,3.5,37,23500000,New,bond
410,5,2013,East Knox Local,47845,3910013,Knox,Current Expense & Necessary Requirements,903,1104,2.9,10,,New,levy
411,5,2013,Kirtland Local,47878,3904787,Lake,Emergency Levy,957,836,5.12,10,,Renewal,levy
412,5,2013,Johnstown-Monroe Local,47985,3904798,Licking,Emergency Levy,852,451,8.5,5,,Renewal,levy
413,5,2013,Lakewood Local,47993,3904799,Licking,Emergency Levy,1071,722,5.24,5,,Renewal,levy
414,5,2013,Licking Heights Local,48009,3904800,Licking,Emergency Levy,792,1243,8.92,10,,New,levy
415,5,2013,North Fork Local,48025,3904802,Licking,Income Tax Current Operating Expense,771,883,1,3,,New,income tax
416,5,2013,Benjamin Logan Local,48074,3904807,Logan,Emergency Levy,664,677,4.6,10,,New,levy
417,5,2013,Avon Lake City,48124,3904812,Lorain,Emergency Levy,3192,2928,8.28,10,,New,levy
418,5,2013,Columbia Local,48140,3904814,Lorain,Current Expenses,640,806,5.5,5,,New,levy
419,5,2013,Madison-Plains Local,48272,3904827,Madison,Permanent Improvements,469,600,2.5,5,,New,levy
420,5,2013,Boardman Local,48306,3904830,Mahoning,Permanent Improvements,1556,1552,1.6,5,,New,levy
421,5,2013,Boardman Local,48306,3904830,Mahoning,Current Operating Expenses,1882,1229,5.9,5,,Renewal,levy
422,5,2013,Jackson-Milton Local,48322,3904832,Mahoning,Permanent Improvements,593,441,0.9,5,,Renewal,levy
423,5,2013,Jackson-Milton Local,48322,3904832,Mahoning,Operating Expenses,587,438,4.9,5,,Renewal,levy
424,5,2013,Poland Local,48348,3904834,Mahoning,Emergency Operating,1607,852,6.2,5,,Renewal,levy
425,5,2013,Black River Local,48462,3904846,Medina,Emergency Operating,1280,1225,8.7,5,,New,levy
426,5,2013,Cloverleaf Local,48488,3904848,Medina,Emergency Operating,2073,2131,7.9,10,,New,levy
427,5,2013,3ion Local,48553,3910031,Mercer,Emergency Levy Replacement with Increase,271,172,2.2,5,,Renewal,levy
428,5,2013,Switzerland of Ohio Local,48652,3904865,Monroe,Operating Expenses,1935,2026,6.44,5,,New,levy
429,5,2013,Brookville Local,48678,3904867,Montgomery,Current Expenses,1181,535,3.99,5,,Renewal,levy
430,5,2013,Brookville Local,48678,3904867,Montgomery,Current Expenses,858,860,5.5,5,,New,levy
431,5,2013,Jefferson Township Local,48686,3904868,Montgomery,Bond Issue (Building) & Permanent Improvements,240,768,8.37,37,15125000,New,bond
432,5,2013,Valley View Local,48744,3904874,Montgomery,Current Expenses,1498,1236,6.97,C,,New,levy
433,5,2013,Cardington-Lincoln Local,48793,3904879,Morrow,Income Tax Current Expenses,398,413,0.75,5,,New,income tax
434,5,2013,East Muskingum Local,48835,3904883,Muskingum,Emergency Levy,995,300,1.3,5,,Renewal,levy
435,5,2013,West Muskingum Local,48884,3904888,Muskingum,Emergency Levy,1741,1371,5.9,5,,New,levy
436,5,2013,Bettsville Local,49692,3904628,Seneca,Income Tax Current Operating Expense,112,98,1,5,,Renewal,income tax
437,5,2013,Fairlawn Local,49775,3904977,Shelby,Emergency Levy,176,89,2.98,5,,Renewal,levy
438,5,2013,Canton Local,49833,3904983,Stark,Bond Building & Improvements,1586,1610,7.9,30,37200000,New,bond
439,5,2013,Fairless Local,49841,3904984,Stark,Emergency Levy,848,1326,8.9,8,,New,levy
